iter	Logloss
148	0.08676172669
149	0.08627480412
150	0.0859309131
151	0.08548779314
152	0.08454716299
153	0.08398470076
154	0.08345841729
155	0.08290563411
156	0.08231066269
157	0.08175297985
158	0.08134366217
159	0.08097931925
160	0.08045521552
161	0.07982049336
162	0.07950995435
163	0.07893830517
164	0.07868396228
165	0.07827860385
166	0.07774454182
167	0.07768778331
168	0.0771203004
169	0.07680434822
170	0.07618906676
171	0.0756774571
172	0.07524886693
173	0.0743734846
174	0.0738713458
175	0.07304760571
176	0.07238304113
177	0.07170179135
178	0.07126904981
179	0.07057699477
180	0.06996282473
181	0.06936520354
182	0.06877715887
183	0.06845964877
184	0.0681162978
185	0.06749741793
186	0.06715302013
187	0.06674755808
188	0.06629097913
189	0.06589329375
190	0.06555055432
191	0.06514159039
192	0.06491010932
193	0.06487954245
194	0.06418938056
195	0.06377234507
196	0.06334962066
197	0.06270900124
198	0.0622171261
199	0.06218300326
200	0.06164679994
201	0.06075571582
202	0.06007812037
203	0.05974765809
204	0.059230225
205	0.0589004187
206	0.05867468646
207	0.05824177551
208	0.05779136042
209	0.0572076322
210	0.05696434034
211	0.0566920739
212	0.05626372506
213	0.05600367857
214	0.05582063441
215	0.05558016012
216	0.0554624368
217	0.05515601099
218	0.0547526682
219	0.05448179565
220	0.0541039589
221	0.05372718202
222	0.05331477453
223	0.05293459279
224	0.05285787831
225	0.05259186481
226	0.05228584483
227	0.05190823892
228	0.05176057478
229	0.05140797088
230	0.05123668762
231	0.05097285499
232	0.05047956664
233	0.05018025881
234	0.04993948871
235	0.04959715826
236	0.04931368801
237	0.04912938476
238	0.04882656672
239	0.0485058525
240	0.04829295359
241	0.04823196584
242	0.04798342689
243	0.04778759863
244	0.04750474759
245	0.04724917612
246	0.04701157235
247	0.04681246903
248	0.04659896706
249	0.04631891049
250	0.04615702816
251	0.04594598816
252	0.04576240592
253	0.04547401057
254	0.04516340971
255	0.0450614545
256	0.04473193531
257	0.04442040572
258	0.0442164838
259	0.04391104594
260	0.04364857932
261	0.04332061478
262	0.04308042773
263	0.04292918376
264	0.04276221229
265	0.04265719353
266	0.04229157444
267	0.04207407759
268	0.04186623875
269	0.04171036038
270	0.04143310224
271	0.04128642601
272	0.04111408632
273	0.04091501343
274	0.0405629792
275	0.0404651283
276	0.04036398836
277	0.04026337149
278	0.04013733804
279	0.04001046243
280	0.03981190253
281	0.03951656237
282	0.03940646754
283	0.03919837622
284	0.03913833458
285	0.03895263073
286	0.03875679396
287	0.03850393695
288	0.03832964675
289	0.03808393642
290	0.03787499111
291	0.03773258724
292	0.03753660759
293	0.03733114213
294	0.03717746135
295	0.03702584645
296	0.03686010655
297	0.03662629365
298	0.03655185289
299	0.03642917225
300	0.03628220146
301	0.03605987348
302	0.03575032491
303	0.03555529232
304	0.03537065196
305	0.03510838668
306	0.03487406103
307	0.03476775158
308	0.03469044488
309	0.03447524694
310	0.03433907305
311	0.03428067207
312	0.03420188967
313	0.03405516151
314	0.03385531388
315	0.03368954488
316	0.03360596733
317	0.03343825863
318	0.03329758442
319	0.03311154237
320	0.03295509734
321	0.03273276671
322	0.03253615364
323	0.0324056391
324	0.03228968549
325	0.03208390238
326	0.03188877642
327	0.03180668013
328	0.03168211687
329	0.03152030959
330	0.03135444938
331	0.03132265534
332	0.03120957454
333	0.0310207162
334	0.03091240672
335	0.03078271063
336	0.03072954902
337	0.03058265301
338	0.03044129238
339	0.03030623115
340	0.0301502211
341	0.03006296622
342	0.02997770717
343	0.02985558465
344	0.02975244073
345	0.02964148909
346	0.0294196198
347	0.02924837116
348	0.02914233252
349	0.02908691418
350	0.02905030468
351	0.02896547647
352	0.02882916756
353	0.02874770118
354	0.02871842305
355	0.02864099312
356	0.02851829113
357	0.02848283287
358	0.02846670665
359	0.02837536516
360	0.02828580157
361	0.02814564268
362	0.02805093812
363	0.02795996373
364	0.02787730547
365	0.02772049251
366	0.02759657819
367	0.02739949703
368	0.02730676944
369	0.02728612457
370	0.02718943262
371	0.02696189715
372	0.02685716873
373	0.02672115329
374	0.02664120046
375	0.02651418086
376	0.02649172405
377	0.02630871252
378	0.02618123216
379	0.02605373504
380	0.02598886853
381	0.02593621786
382	0.02583422847
383	0.02570947246
384	0.02551277893
385	0.02539284757
386	0.02528226988
387	0.02518774011
388	0.02510360408
389	0.02498106501
390	0.02482059541
391	0.02476078951
392	0.02469679235
393	0.0246691516
394	0.02462243131
395	0.02457012984
396	0.02449392444
397	0.02439746766
398	0.02430661866
399	0.02423231162
400	0.0241771454
401	0.02402691488
402	0.02392110441
403	0.02385667202
404	0.02382239998
405	0.02372916095
406	0.02362084977
407	0.02353782558
408	0.02346841628
409	0.02342713008
410	0.02336927788
411	0.02329305943
412	0.0231987359
413	0.02304562475
414	0.02289282322
415	0.02278336673
416	0.02274158455
417	0.02267268787
418	0.0225949674
419	0.02251993712
420	0.0223403461
421	0.02221293086
422	0.02212229415
423	0.02203867491
424	0.02197837225
425	0.02193979063
426	0.02186717702
427	0.02180454191
428	0.02172252635
429	0.02165844176
430	0.02158683522
431	0.0214825723
432	0.02144648599
433	0.02138852088
434	0.02134384905
435	0.02128956566
436	0.02127252295
437	0.02121512031
438	0.02118073639
439	0.02111267384
440	0.02106509073
441	0.0209840557
442	0.02094920876
443	0.02089379846
444	0.02086463821
445	0.02080664256
446	0.02069997245
447	0.02063096841
448	0.02057611753
449	0.02053051091
450	0.02051412411
451	0.02043941519
452	0.02033623654
453	0.02025260759
454	0.02019808122
455	0.02009100352
456	0.02005362654
457	0.01999503128
458	0.01991157133
459	0.01986272009
460	0.01976669841
461	0.01970700277
462	0.01966147664
463	0.01957098819
464	0.01944292744
465	0.01935606196
466	0.01929618137
467	0.01924875282
468	0.01917980707
469	0.01913642037
470	0.0191013026
471	0.01907299895
472	0.01900513894
473	0.01893682604
474	0.01884946984
475	0.01879508498
476	0.01874115434
477	0.0186799478
478	0.01862107313
479	0.01857868493
480	0.01854872758
481	0.01851905448
482	0.01846021832
483	0.01843159703
484	0.0183401284
485	0.01829020655
486	0.01823432146
487	0.01815367
488	0.01811615633
489	0.01808383601
490	0.01802504924
491	0.01798585546
492	0.01793896916
493	0.01787357845
494	0.01782017228
495	0.0177669516
496	0.01766720492
497	0.01761506603
498	0.01757151853
499	0.01753126726
